,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Order Code,Order Date,Customer Name ,Address,City,State,Customer Type,Medical Sales Reprensentative,Order Priority,Product Name,Product Category,Product Container,Ship Mode,Shipping Date,Cost_Price,Retal_Price,Profit_Margin3,Order Quantity,Sub Total,Discount %,Discount $,Order Total,Shipping Cost,Sub-Total,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6596-1,7/31/2019,Rajeev Kapoor,"Cedarwood Parkway, Building E, by Rivercrest Park",Kolkata,Kolkata,Consumer,Rohit Singh,Medium,Anesthetics  ,Consumables,Medium pack,Regular Air,8/21/2019,6.39,$19.98,13.59,43,$274.77,10%,$27.48,$247.29,$4.00,$251.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6597-1,10/11/2019,Ajay Yadav,"Pinecrest Boulevard, Building F, near Greenfield Gardens",Delhi,Delhi,Consumer,Anjali Mehta,Not Specified,Sedatives  ,Pharmaceuticals,Large Pack,Regular Air,11/18/2019,2.45,$3.89,1.44,2,$4.90,7%,$0.34,$4.56,$7.01,$11.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6598-1,10/11/2019,Varsha Bansal,"Maplewood Avenue, Building D, opposite Oak Park",Mumbai,Maharashtra,Consumer,Anjali Mehta,Not Specified,Oral rehydration salts  ,Medical equipment,Jumbo Pack,Regular Air,11/23/2019,67.73,$165.20,97.47,6,$406.38,9%,$36.57,$369.81,$19.99,$389.80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6599-1,10/13/2019,Kavita Menon,"Shady Pine Drive, Building C, near Crystal Ridge",Kolkata,Kolkata,Corporate,Aarav Patel,Critical,Antiviral drugs  ,Consumables,Large Pack,Regular Air,11/12/2019,62.4,$155.99,93.59,48,"$2,995.20",4%,$119.81,"$2,875.39",$8.08,"$2,883.47",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6600-1,10/13/2019,Meenal Patel,"Cedar Falls Lane, Building E, near River Oaks",Delhi,Delhi,Corporate,Aarav Patel,Critical,Antifungal creams  ,Pharmaceuticals,Small pack,Regular Air,10/24/2019,3.4,$5.40,2,8,$27.20,8%,$2.18,$25.02,$7.78,$32.80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6601-1,12/11/2019,Ravi Joshi,"Oak Ridge Parkway, Building F, near Golden View",Mumbai,Maharashtra,Home Office,Anjali Mehta,Low,Blood pressure medications  ,Pharmaceuticals,Medium pack,Regular Air,2/3/2020,5.33,$8.60,3.27,6,$31.98,4%,$1.28,$30.70,$6.19,$36.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6602-1,12/11/2019,Praveen Kapoor,"Pinehill Crescent, Building C, by Crystal Park",Kolkata,Kolkata,Home Office,Anjali Mehta,Low,Cholesterol-lowering drugs  ,Medical equipment,Large Pack,Regular Air,12/24/2019,2.29,$3.58,1.29,30,$68.70,1%,$0.69,$68.01,$1.63,$69.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6603-1,1/4/2020,Sanjay Yadav,"Redwood Lane, Building D, near Oakwood Gardens",Delhi,Delhi,Consumer,Sanjay Joshi,Critical,Emergency antidotes  ,Pharmaceuticals,Jumbo Pack,Regular Air,1/9/2020,3.52,$5.58,2.06,49,$172.48,2%,$3.45,$169.03,$2.99,$172.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6604-1,1/4/2020,Madhuri Gupta,"River Valley Road, Building A, opposite Pine Ridge",Kolkata,Kolkata,Consumer,Sanjay Joshi,Critical,Stethoscopes  ,Pharmaceuticals,Small pack,Regular Air,1/8/2020,22.18,$54.10,31.92,42,$931.56,2%,$18.63,$912.93,$19.99,$932.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6605-1,1/10/2020,Sakshi Bansal,"Willow Ridge Boulevard, Building E, near Cedar",Delhi,Delhi,Home Office,Aditi Kapoor,Medium,Reflex hammers  ,Medical equipment,Medium pack,Express Air,3/1/2020,3.4,$5.40,2,9,$30.60,9%,$2.75,$27.85,$7.78,$35.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6606-1,1/10/2020,Ashok Kaul,"Pinewood Road, Building B, near Sunset Hills",Mumbai,Maharashtra,Home Office,Aditi Kapoor,Medium,Ophthalmoscopes  ,Consumables,Large Pack,Regular Air,3/4/2020,0.94,$2.08,1.14,43,$40.42,5%,$2.02,$38.40,$2.56,$40.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6607-1,2/7/2020,Amit Verma,"Maple Springs Drive, Building C, by River Glen",Mumbai,Maharashtra,Corporate,Anjali Mehta,Low,Otoscopes  ,Medical equipment,Jumbo Pack,Regular Air,4/1/2020,377.99,$599.99,222,48,"$18,143.52",8%,"$1,451.48","$16,692.04",$24.49,"$16,716.53",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6608-1,2/7/2020,Pooja Solanki,"Shadybrook Avenue, Building E, opposite Maple View",Kolkata,Kolkata,Corporate,Anjali Mehta,Low,Speculums  ,Consumables,Jumbo Pack,Express Air,3/29/2020,2.59,$3.98,1.39,11,$28.49,10%,$2.85,$25.64,$2.97,$28.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6609-1,5/6/2020,Nikhil Yadav,"Redwood Grove Lane, Building F, near Golden Meadow",Delhi,Delhi,Home Office,Aarav Patel,Not Specified,Tongue depressors  ,Pharmaceuticals,Jumbo Pack,Regular Air,5/26/2020,2.26,$3.58,1.32,25,$56.50,0%,$0.00,$56.50,$5.47,$61.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6610-1,5/6/2020,Meera Tiwari,"Cedar Ridge Boulevard, Building D, near Pinewood",Mumbai,Maharashtra,Home Office,Aarav Patel,Not Specified,"Diagnostic strips (e.g., glucose, pH)  ",Consumables,Medium pack,Regular Air,5/27/2020,0.87,$1.81,0.94,45,$39.15,8%,$3.13,$36.02,$0.75,$36.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6611-1,6/29/2020,Rupesh Malhotra,"Willow Springs Road, Building C, near Crystal Falls",Kolkata,Kolkata,Home Office,Arjun Desai,Not Specified,Examination tables  ,Pharmaceuticals,Small pack,Regular Air,8/19/2020,4.53,$7.30,2.77,50,$226.50,2%,$4.53,$221.97,$7.72,$229.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6612-1,6/29/2020,Rashmi Verma,"Sunset Valley Boulevard, Building F, by Oak Grove",Delhi,Delhi,Home Office,Arjun Desai,Not Specified,IV stands  ,Pharmaceuticals,Medium pack,Regular Air,8/8/2020,1.53,$2.47,0.94,43,$65.79,2%,$1.32,$64.47,$1.02,$65.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6613-1,7/18/2020,Keshav Yadav,"Pine Oak Road, Building A, near Silver Valley",Mumbai,Maharashtra,Consumer,Priya Reddy,Low,Overbed tables  ,Pharmaceuticals,Jumbo Pack,Regular Air,7/31/2020,0.92,$1.81,0.89,8,$7.36,5%,$0.37,$6.99,$1.56,$8.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6614-1,7/18/2020,Sandeep Sharma,"Maple Leaf Boulevard, Building B, by River Walk",Kolkata,Kolkata,Consumer,Priya Reddy,Low,Bedside lockers  ,Medical equipment,Jumbo Pack,Regular Air,7/30/2020,1.9,$3.28,1.38,41,$77.90,5%,$3.90,$74.01,$1.95,$75.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6615-1,7/26/2020,Praveen Bansal,"Cedarpark Avenue, Building E, near Valley Ridge",Delhi,Delhi,Home Office,Simran Bansal,Low,Step stools  ,Consumables,Large Pack,Regular Air,9/12/2020,377.99,$599.99,222,25,"$9,449.75",7%,$661.48,"$8,788.27",$24.49,"$8,812.76",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6616-1,7/26/2020,Vishal Bansal,"Willowcrest Road, Building C, opposite Maple Hill",Kolkata,Kolkata,Home Office,Simran Bansal,Low,Privacy screens  ,Medical equipment,Jumbo Pack,Regular Air,9/6/2020,1.6,$2.62,1.02,10,$16.00,8%,$1.28,$14.72,$0.80,$15.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6617-1,8/28/2020,Shreya Kapoor,"Riverstone Drive, Building A, near Pinecrest Park",Kolkata,Kolkata,Corporate,Anjali Mehta,High,Medicine trolleys  ,Consumables,Small pack,Delivery Truck,10/1/2020,278.99,$449.99,171,15,"$4,184.85",4%,$167.39,"$4,017.46",$49.00,"$4,066.46",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6618-1,8/28/2020,Aditi Iyer,"Sunset Ridge Avenue, Building D, near Riverwood",Delhi,Delhi,Corporate,Anjali Mehta,High,Stretchers  ,Pharmaceuticals,Small pack,Regular Air,10/11/2020,2.52,$4.00,1.48,14,$35.28,6%,$2.12,$33.16,$1.30,$34.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6619-1,9/7/2020,Pradeep Patel,"Maple Grove Parkway, Building F, near Cedar Valley",Mumbai,Maharashtra,Home Office,Neha Gupta,Not Specified,Baby bassinets  ,Consumables,Small pack,Regular Air,9/19/2020,1.18,$1.88,0.7,47,$55.46,6%,$3.33,$52.13,$1.49,$53.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6620-1,9/7/2020,Sandeep Sharma,"Shady Oaks Avenue, Building C, by Green Meadows",Mumbai,Maharashtra,Home Office,Neha Gupta,Not Specified,Storage cabinets  ,Pharmaceuticals,Jumbo Pack,Regular Air,10/13/2020,1.31,$2.84,1.53,39,$51.09,8%,$4.09,$47.00,$0.93,$47.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6621-1,9/21/2020,Ankit Reddy,"Redwood Boulevard, Building E, near Sunset Road",Kolkata,Kolkata,Consumer,Vikram Sharma,Medium,Crutches  ,Medical equipment,Jumbo Pack,Regular Air,11/2/2020,19.78,$45.99,26.21,23,$454.94,10%,$45.49,$409.45,$4.99,$414.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6622-1,9/21/2020,Siddharth Rane,"Cedar Springs Road, Building B, opposite Willow Park",Delhi,Delhi,Consumer,Vikram Sharma,Medium,Walking sticks  ,Consumables,Medium pack,Regular Air,11/16/2020,0.93,$1.48,0.55,33,$30.69,6%,$1.84,$28.85,$0.70,$29.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6623-1,10/17/2020,Priyanka Mehta,"Pinecrest Avenue, Building F, near Golden Springs",Mumbai,Maharashtra,Home Office,Vikram Sharma,Medium,Orthopedic braces  ,Pharmaceuticals,Small pack,Regular Air,11/5/2020,5.19,$12.98,7.79,11,$57.09,8%,$4.57,$52.52,$3.14,$55.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6624-1,10/17/2020,Ananya Solanki,"Riverpark Road, Building D, near Crystal Waters",Mumbai,Maharashtra,Home Office,Vikram Sharma,Medium,Slings  ,Consumables,Medium pack,Regular Air,10/28/2020,2.52,$4.00,1.48,19,$47.88,1%,$0.48,$47.40,$1.30,$48.70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6625-1,12/27/2020,Meenal Rathod,"Willowbrook Crescent, Building A, by Pine View Park",Kolkata,Kolkata,Small Business,Sanjay Joshi,High,Compression stockings  ,Pharmaceuticals,Jumbo Pack,Regular Air,2/23/2021,14.95,$34.76,19.81,10,$149.50,3%,$4.49,$145.02,$8.22,$153.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6626-1,12/27/2020,Naveen Tiwari,"Maplewood Parkway, Building C, near Riverstone",Delhi,Delhi,Small Business,Sanjay Joshi,High,Hot and cold therapy packs  ,Medical equipment,Jumbo Pack,Regular Air,2/3/2021,2.31,$3.78,1.47,41,$94.71,2%,$1.89,$92.82,$0.71,$93.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6627-1,1/20/2021,Harsh Malhotra,"Cedarwood Street, Building F, next to Oakgrove",Mumbai,Maharashtra,Consumer,Sanjay Joshi,Not Specified,Physiotherapy equipment  ,Consumables,Large Pack,Regular Air,1/22/2021,4.48,$8.14,3.66,23,$103.04,7%,$7.21,$95.83,$3.12,$98.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6628-1,1/20/2021,Rajeev Iyer,"Pine Ridge Road, Building D, by Willow Creek",Kolkata,Kolkata,Consumer,Sanjay Joshi,Not Specified,Microscopes  ,Pharmaceuticals,Jumbo Pack,Regular Air,3/8/2021,1.18,$1.88,0.7,33,$38.94,5%,$1.95,$36.99,$1.49,$38.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6629-1,1/22/2021,Alok Tiwari,"Redwood Park Avenue, Building E, near Silver Oaks",Delhi,Delhi,Corporate,Priya Reddy,Critical,Centrifuges  ,Pharmaceuticals,Small pack,Regular Air,1/30/2021,8.82,$20.99,12.17,3,$26.46,1%,$0.26,$26.20,$4.81,$31.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6630-1,1/22/2021,Shruti Kapoor,"Willow Falls Street, Building B, opposite Cedar Grove",Mumbai,Maharashtra,Corporate,Priya Reddy,Critical,Petri dishes  ,Medical equipment,Small pack,Express Air,2/2/2021,13.88,$22.38,8.5,42,$582.96,7%,$40.81,$542.15,$15.10,$557.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6631-1,1/22/2021,Meera Sharma,"Sunset Park Boulevard, Building C, near Riverbend",Kolkata,Kolkata,Corporate,Priya Reddy,Critical,Pipettes  ,Pharmaceuticals,Small pack,Regular Air,2/11/2021,6.39,$19.98,13.59,45,$287.55,6%,$17.25,$270.30,$4.00,$274.30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6632-1,2/18/2021,Ankit Kapoor,"Cedar Grove Street, Building F, by Pinewood Meadows",Delhi,Delhi,Home Office,Vikram Sharma,High,Lab coats  ,Pharmaceuticals,Small pack,Regular Air,3/16/2021,3.37,$5.53,2.16,12,$40.44,6%,$2.43,$38.01,$6.98,$44.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6633-1,2/18/2021,Vinay Sharma,"Pinehill Parkway, Building A, near Maple Ridge",Mumbai,Maharashtra,Home Office,Vikram Sharma,High,Safety goggles  ,Medical equipment,Medium pack,Regular Air,3/16/2021,2.16,$3.85,1.69,12,$25.92,10%,$2.59,$23.33,$0.70,$24.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6634-1,4/25/2021,Deepika Bansal,"Willow Springs Avenue, Building C, next to Crystal Bay",Kolkata,Kolkata,Small Business,Vikram Sharma,Critical,Test kits  ,Consumables,Large Pack,Regular Air,5/11/2021,0.24,$1.26,1.02,35,$8.40,10%,$0.84,$7.56,$0.70,$8.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6635-1,4/25/2021,Shivani Sharma,"Riverbank Boulevard, Building D, by Shady Grove",Delhi,Delhi,Small Business,Vikram Sharma,Critical,Glass slides  ,Medical equipment,Jumbo Pack,Regular Air,5/17/2021,2.39,$4.26,1.87,8,$19.12,10%,$1.91,$17.21,$1.20,$18.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6636-1,5/11/2021,Pooja Menon,"Pine Oaks Parkway, Building F, near Riverwood",Mumbai,Maharashtra,Corporate,Aarav Patel,Medium,Incubators  ,Consumables,Large Pack,Regular Air,6/10/2021,4.19,$10.23,6.04,46,$192.74,5%,$9.64,$183.10,$4.68,$187.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6637-1,5/11/2021,Simran Kapoor,"Cedarwood Crescent, Building C, by Willowfield",Kolkata,Kolkata,Corporate,Aarav Patel,Medium,Reagents  ,Pharmaceuticals,Small pack,Regular Air,5/14/2021,3.65,$5.98,2.33,4,$14.60,7%,$1.02,$13.58,$1.49,$15.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6638-1,6/25/2021,Chirag Sharma,"Shady Ridge Road, Building D, near Silver Oak",Delhi,Delhi,Home Office,Arjun Desai,Medium,Culture media  ,Consumables,Medium pack,Regular Air,8/24/2021,1.09,$2.60,1.51,26,$28.34,8%,$2.27,$26.07,$2.40,$28.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6639-1,6/25/2021,Shweta Tiwari,"Redwood Springs Lane, Building E, opposite Oak Park",Kolkata,Kolkata,Home Office,Arjun Desai,Medium,Beakers and flasks  ,Pharmaceuticals,Large Pack,Regular Air,7/9/2021,42.11,$80.98,38.87,34,"$1,431.74",2%,$28.63,"$1,403.11",$7.18,"$1,410.29",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6640-1,7/25/2021,Nandini Reddy,"Sunset Oak Avenue, Building A, near Pinecrest Hill",Delhi,Delhi,Home Office,Anjali Mehta,High,Blood analyzers  ,Pharmaceuticals,Jumbo Pack,Express Air,8/22/2021,1.88,$3.14,1.26,43,$80.84,7%,$5.66,$75.18,$1.14,$76.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6641-1,7/25/2021,Sunil Bansal,"Willow Park Lane, Building C, near Crystal Glen",Mumbai,Maharashtra,Home Office,Anjali Mehta,High,Hand sanitizers  ,Pharmaceuticals,Small pack,Regular Air,9/14/2021,1.46,$3.57,2.11,19,$27.74,8%,$2.22,$25.52,$4.17,$29.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6642-1,7/27/2021,Amit Malhotra,"Pinehurst Road, Building F, by Sunset Park",Mumbai,Maharashtra,Small Business,Vikram Sharma,Low,Surface disinfectants  ,Medical equipment,Medium pack,Express Air,8/19/2021,0.93,$1.48,0.55,37,$34.41,4%,$1.38,$33.03,$0.70,$33.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6643-1,7/27/2021,Geeta Kapoor,"River Hills Boulevard, Building A, near Green Oak",Kolkata,Kolkata,Small Business,Vikram Sharma,Low,Cleaning mops  ,Consumables,Small pack,Regular Air,9/15/2021,11.11,$19.84,8.73,28,$311.08,8%,$24.89,$286.19,$4.10,$290.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6644-1,8/10/2021,Kiran Sharma,"Maple Crest Lane, Building D, near Pine Grove Park",Delhi,Delhi,Small Business,Sanjay Joshi,Not Specified,Waste disposal bins  ,Medical equipment,Medium pack,Regular Air,10/6/2021,2.76,$4.38,1.62,24,$66.24,2%,$1.32,$64.92,$6.21,$71.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6645-1,8/10/2021,Tina Rane,"Shady Springs Road, Building C, opposite Riverbend",Mumbai,Maharashtra,Small Business,Sanjay Joshi,Not Specified,Hazardous waste bags  ,Consumables,Large Pack,Regular Air,8/25/2021,4.1,$9.31,5.21,30,$123.00,3%,$3.69,$119.31,$3.98,$123.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6646-1,10/15/2021,Priya Iyer,"Cedar View Avenue, Building F, by Willowcrest",Kolkata,Kolkata,Consumer,Neha Gupta,Low,Air purifiers  ,Pharmaceuticals,Jumbo Pack,Express Air,10/16/2021,1.53,$2.47,0.94,45,$68.85,7%,$4.82,$64.03,$1.02,$65.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6647-1,10/15/2021,Aditi Malhotra,"Pinewood Lane, Building A, near Crystal River",Delhi,Delhi,Consumer,Neha Gupta,Low,UV sterilizers  ,Consumables,Large Pack,Regular Air,11/25/2021,3.48,$5.43,1.95,11,$38.28,0%,$0.00,$38.28,$0.95,$39.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6648-1,11/1/2021,Kartik Bansal,"Willow Ridge Parkway, Building C, near Sunset Valley",Mumbai,Maharashtra,Small Business,Neha Gupta,Low,First aid kits  ,Pharmaceuticals,Small pack,Regular Air,12/16/2021,2.39,$4.26,1.87,47,$112.33,7%,$7.86,$104.47,$1.20,$105.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6649-1,11/1/2021,Arun Yadav,"Redwood Grove Boulevard, Building E, opposite Oak Hill",Kolkata,Kolkata,Small Business,Neha Gupta,Low,Emergency blankets  ,Medical equipment,Medium pack,Regular Air,11/12/2021,1.3,$2.88,1.58,17,$22.10,9%,$1.99,$20.11,$1.01,$21.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6650-1,12/16/2021,Prateek Menon,"Cedar Street, Building F, near Pineview Park",Delhi,Delhi,Home Office,Aarav Patel,Critical,Fire extinguishers  ,Consumables,Large Pack,Express Air,1/2/2022,6.39,$19.98,13.59,18,$115.02,4%,$4.60,$110.42,$4.00,$114.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6651-1,12/16/2021,Radhika Sharma,"Maple Avenue, Building B, by Riverbend Hill",Kolkata,Kolkata,Home Office,Aarav Patel,Critical,Splints  ,Pharmaceuticals,Jumbo Pack,Regular Air,2/8/2022,14.95,$34.76,19.81,46,$687.70,9%,$61.89,$625.81,$8.22,$634.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6652-1,12/31/2021,Amit Solanki,"Shady Grove Lane, Building D, near Sunset Ridge",Kolkata,Kolkata,Home Office,Simran Bansal,High,Trauma bags  ,Consumables,Small pack,Regular Air,2/12/2022,4.53,$7.30,2.77,38,$172.14,5%,$8.61,$163.53,$7.72,$171.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6653-1,12/31/2021,Nisha Verma,"Pine Ridge Avenue, Building C, by Oakwood Grove",Delhi,Delhi,Home Office,Simran Bansal,Medium,Emergency stretchers  ,Pharmaceuticals,Medium pack,Regular Air,1/7/2022,2.29,$3.69,1.4,41,$93.89,1%,$0.94,$92.95,$0.50,$93.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6654-1,12/31/2021,Vinita Sharma,"Riverstone Parkway, Building E, near Green Valley",Mumbai,Maharashtra,Home Office,Simran Bansal,High,Oxygen cylinders  ,Medical equipment,Large Pack,Express Air,2/25/2022,4.37,$9.11,4.74,21,$91.77,3%,$2.75,$89.02,$2.25,$91.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6655-1,2/12/2022,Manju Yadav,"Sunset Grove Road, Building A, by Pine Ridge",Mumbai,Maharashtra,Small Business,Vikram Sharma,Critical,Computers  ,Consumables,Jumbo Pack,Regular Air,3/4/2022,5.22,$9.85,4.63,48,$250.56,9%,$22.55,$228.01,$4.82,$232.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6656-1,2/12/2022,Ramesh Bansal,"Cedar Springs Boulevard, Building D, near Maple Hill",Kolkata,Kolkata,Small Business,Vikram Sharma,Critical,Printers  ,Pharmaceuticals,Jumbo Pack,Regular Air,4/2/2022,1.76,$2.94,1.18,18,$31.68,1%,$0.32,$31.36,$0.81,$32.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6657-1,4/18/2022,Tanvi Joshi,"Willowpark Road, Building B, near Riverstone",Delhi,Delhi,Corporate,Aditi Kapoor,Medium,Barcode scanners  ,Pharmaceuticals,Jumbo Pack,Regular Air,6/17/2022,56.16,$136.98,80.82,14,$786.24,0%,$0.00,$786.24,$24.49,$810.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6658-1,4/18/2022,Priya Rane,"Shady Lane Parkway, Building F, opposite Golden Ridge",Mumbai,Maharashtra,Corporate,Aditi Kapoor,Medium,Patient wristbands  ,Medical equipment,Medium pack,Regular Air,6/14/2022,0.93,$1.48,0.55,3,$2.79,10%,$0.28,$2.51,$0.70,$3.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6659-1,5/1/2022,Naveen Kapoor,"Maple Ridge Street, Building E, near Crystal Lake",Mumbai,Maharashtra,Consumer,Neha Gupta,Not Specified,Hospital management software  ,Pharmaceuticals,Small pack,Regular Air,6/23/2022,1.84,$2.88,1.04,45,$82.80,2%,$1.66,$81.14,$1.49,$82.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6660-1,5/1/2022,Anjali Kapoor,"Pinecrest Boulevard, Building C, near Oak Valley",Kolkata,Kolkata,Consumer,Neha Gupta,Not Specified,Appointment cards  ,Pharmaceuticals,Medium pack,Regular Air,6/30/2022,4.46,$10.89,6.43,39,$173.94,6%,$10.44,$163.50,$4.50,$168.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6661-1,5/2/2022,Raghav Bansal,"Riverfront Road, Building B, by Willowfield",Delhi,Delhi,Home Office,Anjali Mehta,High,Whiteboards for scheduling  ,Medical equipment,Jumbo Pack,Regular Air,6/15/2022,5.5,$12.22,6.72,46,$253.00,6%,$15.18,$237.82,$2.85,$240.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6662-1,5/2/2022,Vinay Sharma,"Cedar Ridge Street, Apartment 2B, Building A, near Crystal Falls",Mumbai,Maharashtra,Home Office,Anjali Mehta,High,Tablets for digital records  ,Consumables,Jumbo Pack,Regular Air,5/3/2022,2.26,$3.58,1.32,8,$18.08,9%,$1.63,$16.45,$5.47,$21.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6663-1,6/14/2022,Aarav Joshi,"Willow Grove Road, Unit 5A, Building C, near Maple Street",Kolkata,Kolkata,Home Office,Vikram Sharma,Low,Bedpans  ,Medical equipment,Large Pack,Regular Air,7/15/2022,8.82,$20.99,12.17,2,$17.64,1%,$0.18,$17.46,$4.81,$22.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6664-1,6/14/2022,Shivendra Rane,"Rosewood Avenue, Suite 103, Building D, next to Sunset Plaza",Delhi,Delhi,Home Office,Priya Reddy,High,Urinals  ,Consumables,Jumbo Pack,Regular Air,7/4/2022,32.02,$152.48,120.46,37,"$1,184.74",10%,$118.47,"$1,066.27",$4.00,"$1,070.27",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6665-1,6/14/2022,Preeti Kapoor,"Pinecrest Street, Apartment 8A, Building B, near River Park",Mumbai,Maharashtra,Home Office,Priya Reddy,High,Surgical waste bins  ,Pharmaceuticals,Small pack,Regular Air,6/29/2022,20.18,$35.41,15.23,30,$605.40,8%,$48.43,$556.97,$1.99,$558.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6666-1,6/14/2022,Pallavi Gupta,"Oak Lane, Suite 509, Building E, opposite Greenfield Market",Kolkata,Kolkata,Home Office,Vikram Sharma,Low,Nutrition feeding pumps  ,Consumables,Small pack,Regular Air,7/18/2022,0.71,$1.14,0.43,31,$22.01,7%,$1.54,$20.47,$0.70,$21.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
